time,x,y,z,qw,qx,qy,qz,vx,vy,vz,
1641629339661385216,2.79886,-2.50719,1.94401,0.62421,-0.77331,-0.06934,0.08682,-0.15490,-0.11493,0.47466,
1641629339721385216,2.78769,-2.51358,1.97149,0.64590,-0.75364,-0.08187,0.09018,-0.23572,-0.10159,0.43912,
1641629339771386112,2.77476,-2.51808,1.99133,0.66048,-0.73841,-0.09400,0.09840,-0.29637,-0.08889,0.36284,
1641629339811385088,2.76284,-2.52110,2.00440,0.66801,-0.72855,-0.10509,0.10921,-0.33147,-0.08175,0.29683,
1641629339861385216,2.74579,-2.52432,2.01657,0.67386,-0.71770,-0.12052,0.12768,-0.37360,-0.06746,0.18972,
1641629339921385216,2.72292,-2.52738,2.02333,0.67461,-0.70771,-0.14387,0.15277,-0.41016,-0.04262,0.03047,
1641629339961385216,2.70635,-2.52802,2.02245,0.66981,-0.70561,-0.16114,0.16584,-0.42696,-0.02053,-0.07539,
1641629340011385088,2.68520,-2.52814,2.01577,0.66101,-0.70645,-0.18048,0.17725,-0.42341,-0.00683,-0.19511,
1641629340051385088,2.66896,-2.52799,2.00653,0.65138,-0.70883,-0.19470,0.18804,-0.39793,-0.00654,-0.27672,
1641629340101385216,2.65019,-2.52787,1.99064,0.63332,-0.71508,-0.21320,0.20519,-0.36448,-0.00248,-0.36994,
1641629340161385216,2.62944,-2.52781,1.96610,0.60692,-0.72607,-0.23297,0.22405,-0.32689,-0.01293,-0.45823,
1641629340211385344,2.61387,-2.52883,1.94245,0.58263,-0.73551,-0.25010,0.23878,-0.30030,-0.03084,-0.49259,
1641629340251389184,2.60210,-2.53094,1.92275,0.55872,-0.74511,-0.26596,0.24881,-0.28542,-0.07419,-0.50319,
1641629340311385088,2.58608,-2.53781,1.89324,0.52527,-0.75322,-0.29703,0.26177,-0.24467,-0.14676,-0.47187,
1641629340361385216,2.57535,-2.54670,1.87088,-0.49944,0.75434,0.32712,-0.27299,-0.18366,-0.19202,-0.41365,
1641629340411386368,2.56799,-2.55684,1.85255,-0.47836,0.75139,0.35240,-0.28705,-0.10986,-0.20359,-0.32158,
1641629340441386240,2.56533,-2.56310,1.84357,-0.47084,0.74773,0.36320,-0.29546,-0.06891,-0.20489,-0.28015,
1641629340491386112,2.56329,-2.57275,1.83142,-0.46161,0.74273,0.37622,-0.30616,-0.01756,-0.19644,-0.20000,
1641629340541385216,2.56338,-2.58214,1.82324,-0.45336,0.73557,0.38576,-0.32340,0.00807,-0.19292,-0.13400,
1641629340591385088,2.56327,-2.59097,1.81739,-0.44426,0.72682,0.39554,-0.34339,-0.01692,-0.17303,-0.10059,
1641629340641385216,2.56115,-2.59887,1.81270,-0.43363,0.72141,0.40352,-0.35876,-0.07154,-0.15849,-0.08966,
1641629340691385344,2.55607,-2.60709,1.80814,-0.42151,0.72079,0.41132,-0.36553,-0.11795,-0.18352,-0.09803,
1641629340741385216,2.54917,-2.61688,1.80333,-0.40938,0.71947,0.42205,-0.36965,-0.14543,-0.21808,-0.09195,
1641629340791385088,2.54170,-2.62871,1.79938,-0.39730,0.71439,0.43519,-0.37738,-0.14177,-0.25584,-0.06261,
1641629340841385216,2.53460,-2.64146,1.79761,-0.38648,0.70385,0.44944,-0.39144,-0.13407,-0.25851,-0.00563,
1641629340891385344,2.52728,-2.65372,1.79924,-0.37519,0.69236,0.46298,-0.40685,-0.13844,-0.23484,0.06230,
1641629340941390336,2.51919,-2.66419,1.80412,-0.36715,0.68112,0.47458,-0.41959,-0.14751,-0.20706,0.12846,
1641629340991385344,2.51124,-2.67284,1.81256,-0.36283,0.67026,0.48494,-0.42887,-0.13308,-0.18126,0.20745,
1641629341041385216,2.50498,-2.68011,1.82514,-0.35910,0.65758,0.49554,-0.43941,-0.09193,-0.16219,0.27321,
1641629341091385088,2.50084,-2.68589,1.84047,-0.35945,0.64139,0.50657,-0.45032,-0.04503,-0.13220,0.33019,
1641629341141385216,2.49944,-2.69045,1.85774,-0.36275,0.62595,0.51416,-0.46070,0.00642,-0.09738,0.34675,
1641629341191385344,2.50068,-2.69288,1.87493,-0.37167,0.61208,0.51835,-0.46747,0.04860,-0.02210,0.34566,
1641629341241385216,2.50382,-2.69072,1.89219,-0.38233,0.60646,0.51150,-0.47370,0.09388,0.05838,0.33835,
1641629341271385088,2.50664,-2.68725,1.90193,-0.38849,0.60426,0.50495,-0.47851,0.12271,0.10199,0.31299,
1641629341321385216,2.51329,-2.67947,1.91606,-0.39639,0.60229,0.49056,-0.48936,0.15591,0.15436,0.23774,
1641629341371385344,2.52084,-2.67020,1.92376,-0.40310,0.60298,0.47691,-0.49647,0.16076,0.18207,0.07423,
1641629341421385216,2.52855,-2.65957,1.92356,-0.41137,0.61524,0.45903,-0.49147,0.15986,0.20848,-0.08280,
1641629341471385344,2.53657,-2.64820,1.91558,-0.41510,0.64000,0.44079,-0.47307,0.18146,0.22476,-0.22067,
1641629341521385216,2.54704,-2.63638,1.90178,-0.41052,0.66929,0.42395,-0.45143,0.24682,0.22834,-0.32618,
1641629341571385088,2.56070,-2.62453,1.88428,-0.40062,0.69507,0.40500,-0.43859,0.31528,0.23113,-0.36681,
1641629341621385216,2.57728,-2.61305,1.86519,-0.38932,0.71887,0.38081,-0.43201,0.35491,0.21877,-0.40078,
1641629341661385216,2.59115,-2.60425,1.84960,-0.38077,0.73793,0.36035,-0.42498,0.35918,0.21302,-0.38387,
1641629341721386240,2.61177,-2.59185,1.82890,-0.37342,0.76613,0.33116,-0.40488,0.33907,0.18630,-0.30806,
1641629341761385216,2.62447,-2.58446,1.81872,-0.37739,0.78179,0.31738,-0.38164,0.31837,0.15818,-0.21971,
1641629341811385088,2.63911,-2.57672,1.81252,-0.38839,0.79710,0.30565,-0.34693,0.29045,0.12119,-0.03263,
1641629341861385216,2.65256,-2.57106,1.81574,-0.40014,0.80462,0.30098,-0.31921,0.26652,0.06911,0.14257,
1641629341911385344,2.66391,-2.56760,1.82671,-0.41566,0.80455,0.30424,-0.29558,0.20290,0.03549,0.28538,
1641629341961386240,2.67162,-2.56524,1.84343,-0.43665,0.79988,0.30942,-0.27163,0.13207,0.00673,0.37129,
1641629342011385088,2.67619,-2.56444,1.86312,-0.46120,0.79124,0.31596,-0.24779,0.06752,-0.01877,0.40877,
1641629342061385216,2.67776,-2.56517,1.88316,-0.48754,0.77927,0.32153,-0.22730,0.00236,-0.03402,0.38764,
1641629342111386368,2.67597,-2.56671,1.90090,0.50887,-0.76809,-0.32738,0.20955,-0.05461,-0.05177,0.32494,
1641629342161385216,2.67134,-2.56952,1.91463,0.52544,-0.75837,-0.33350,0.19383,-0.11085,-0.07033,0.22858,
1641629342211385344,2.66421,-2.57325,1.92258,0.53420,-0.75114,-0.34225,0.18241,-0.15522,-0.08845,0.09858,
1641629342261386240,2.65515,-2.57796,1.92381,0.53711,-0.74498,-0.35291,0.17881,-0.18367,-0.10821,-0.04105,
1641629342311385088,2.64525,-2.58357,1.91819,0.53040,-0.74188,-0.36659,0.18411,-0.20006,-0.12420,-0.17714,
1641629342361385216,2.63478,-2.58988,1.90649,0.51353,-0.74271,-0.38168,0.19745,-0.21940,-0.13004,-0.28662,
1641629342411385344,2.62223,-2.59616,1.88983,-0.49079,0.74641,0.39410,-0.21605,-0.24038,-0.13898,-0.36804,
1641629342441385216,2.61395,-2.60012,1.87824,-0.47693,0.74861,0.40072,-0.22703,-0.24685,-0.15546,-0.39258,
1641629342491385344,2.60046,-2.60820,1.85860,-0.44880,0.75347,0.41114,-0.24864,-0.25687,-0.18116,-0.38124,
1641629342541385216,2.58621,-2.61756,1.84005,-0.41820,0.75703,0.41972,-0.27539,-0.26575,-0.21114,-0.35334,
1641629342591385088,2.57225,-2.62875,1.82372,-0.39019,0.75748,0.42751,-0.30200,-0.26299,-0.24426,-0.28952,
1641629342641385216,2.55855,-2.64166,1.81121,-0.36451,0.75477,0.43405,-0.33022,-0.26051,-0.28230,-0.20853,
1641629342691386112,2.54571,-2.65655,1.80328,-0.34162,0.74833,0.44351,-0.35582,-0.23269,-0.31587,-0.10789,
1641629342741385216,2.53445,-2.67251,1.80106,-0.32133,0.73760,0.45956,-0.37617,-0.19534,-0.31686,0.02502,
1641629342791385088,2.52583,-2.68793,1.80568,-0.30777,0.72287,0.47732,-0.39357,-0.13007,-0.29030,0.16122,
1641629342841385216,2.52110,-2.70079,1.81695,-0.30516,0.70489,0.49252,-0.40919,-0.04365,-0.21654,0.29508,
1641629342891385344,2.52112,-2.70903,1.83408,-0.30903,0.68657,0.50166,-0.42598,0.05016,-0.10932,0.38884,
1641629342941385216,2.52575,-2.71132,1.85489,-0.32344,0.67296,0.49885,-0.44007,0.13108,0.02157,0.44864,
1641629342991385344,2.53420,-2.70723,1.87733,-0.34241,0.66722,0.48301,-0.45197,0.21107,0.13428,0.44861,
1641629343041385216,2.54625,-2.69830,1.89837,-0.36061,0.66991,0.45733,-0.46047,0.27964,0.20737,0.38739,
1641629343091385088,2.56130,-2.68710,1.91425,-0.37850,0.67731,0.42834,-0.46315,0.33556,0.23712,0.26041,
1641629343141385216,2.57861,-2.67515,1.92290,-0.39407,0.68792,0.39973,-0.46009,0.36980,0.22733,0.08931,
1641629343191385344,2.59690,-2.66381,1.92280,-0.40670,0.69848,0.37757,-0.45184,0.38254,0.22185,-0.07321,
1641629343241385216,2.61531,-2.65188,1.91567,-0.40696,0.71448,0.35894,-0.44167,0.37383,0.24079,-0.19866,
1641629343271385088,2.62600,-2.64409,1.90865,-0.40421,0.72753,0.34616,-0.43299,0.37504,0.25019,-0.25382,
1641629343321385216,2.64456,-2.63078,1.89364,-0.39985,0.75199,0.32197,-0.41349,0.38794,0.26290,-0.32743,
1641629343371385344,2.66393,-2.61684,1.87651,-0.39307,0.77646,0.29602,-0.39368,0.40819,0.27450,-0.33657,
1641629343421385216,2.68424,-2.60337,1.85978,-0.38532,0.79817,0.27216,-0.37466,0.41308,0.26491,-0.31271,
1641629343471385344,2.70447,-2.59061,1.84639,-0.37833,0.81838,0.25131,-0.35208,0.40577,0.23881,-0.21246,
1641629343521385216,2.72371,-2.57974,1.83873,-0.37551,0.83711,0.23795,-0.31878,0.37512,0.19266,-0.07438,
1641629343571385088,2.74155,-2.57169,1.83921,-0.38284,0.85146,0.23088,-0.27414,0.35022,0.12897,0.09722,
1641629343621385216,2.75810,-2.56673,1.84843,-0.40351,0.85635,0.22877,-0.22695,0.31841,0.07478,0.28548,
1641629343661385216,2.77030,-2.56499,1.86265,-0.42435,0.85272,0.22893,-0.20096,0.29338,0.01752,0.42336,
1641629343711385344,2.78348,-2.56559,1.88638,-0.45169,0.84125,0.23406,-0.18301,0.22885,-0.02888,0.51536,
1641629343761385216,2.79258,-2.56803,1.91261,-0.47977,0.82741,0.23953,-0.16687,0.13420,-0.05719,0.52326,
1641629343811385088,2.79630,-2.57174,1.93725,0.50598,-0.81326,-0.24622,0.14821,0.03484,-0.07798,0.46723,
1641629343861385216,2.79446,-2.57635,1.95816,0.52597,-0.80103,-0.25375,0.13162,-0.05920,-0.09547,0.37991,
1641629343911388160,2.78856,-2.58179,1.97354,0.54052,-0.78990,-0.26341,0.12049,-0.14222,-0.11991,0.24658,
1641629343961385216,2.77919,-2.58825,1.98172,0.54610,-0.78182,-0.27735,0.11664,-0.21049,-0.13534,0.08910,
1641629344011385088,2.76725,-2.59534,1.98184,0.54173,-0.77753,-0.29524,0.12166,-0.25685,-0.14712,-0.07853,
1641629344061385216,2.75313,-2.60294,1.97415,0.52849,-0.77662,-0.31541,0.13445,-0.28649,-0.15000,-0.22286,
1641629344111385088,2.73741,-2.61028,1.96015,0.50750,-0.77954,-0.33339,0.15366,-0.31228,-0.14365,-0.32424,
1641629344161385216,2.72043,-2.61760,1.94216,-0.48106,0.78493,0.34784,-0.17742,-0.33901,-0.16080,-0.37925,
1641629344211385344,2.70232,-2.62692,1.92250,-0.44858,0.79071,0.36285,-0.20466,-0.35657,-0.22082,-0.38791,
1641629344261385216,2.68386,-2.63970,1.90358,-0.41247,0.79084,0.38374,-0.23912,-0.35552,-0.28843,-0.34253,
1641629344311385088,2.66583,-2.65545,1.88855,-0.37649,0.78408,0.40914,-0.27582,-0.34570,-0.33466,-0.23848,
1641629344361385216,2.64973,-2.67266,1.88012,-0.35014,0.77055,0.43216,-0.31128,-0.30818,-0.34412,-0.09220,
1641629344411385344,2.63561,-2.68938,1.87941,-0.33155,0.75504,0.44910,-0.34394,-0.26068,-0.32124,0.05628,
1641629344441385216,2.62832,-2.69876,1.88229,-0.32404,0.74517,0.45722,-0.36149,-0.22777,-0.30298,0.13679,
1641629344491385344,2.61861,-2.71306,1.89270,-0.31443,0.72968,0.46761,-0.38736,-0.15940,-0.26517,0.28296,
1641629344541385216,2.61280,-2.72556,1.90954,-0.30976,0.71281,0.47556,-0.41207,-0.07858,-0.23356,0.38901,
1641629344591385088,2.61141,-2.73638,1.93077,-0.31052,0.69484,0.48365,-0.43226,0.00181,-0.18343,0.47107,
1641629344641385216,2.61425,-2.74465,1.95522,-0.31867,0.67805,0.48755,-0.44832,0.08630,-0.12914,0.50746,
1641629344691385344,2.62096,-2.75003,1.98028,-0.33645,0.66178,0.48781,-0.45922,0.16918,-0.06655,0.50114,
1641629344741385216,2.63156,-2.75198,2.00415,-0.35854,0.64723,0.48153,-0.46975,0.24492,0.00401,0.45209,
1641629344791385088,2.64552,-2.75087,2.02415,-0.38061,0.63782,0.47022,-0.47667,0.29423,0.07026,0.35522,
1641629344841385216,2.66120,-2.74625,2.03803,-0.40138,0.63478,0.45606,-0.47745,0.32171,0.12910,0.20357,
1641629344891387136,2.67721,-2.73845,2.04400,-0.42142,0.63883,0.44051,-0.46931,0.32236,0.19622,0.05501,
1641629344941385216,2.69360,-2.72715,2.04333,-0.43351,0.65272,0.42102,-0.45691,0.33668,0.25955,-0.07181,
1641629344991385344,2.71069,-2.71285,2.03667,-0.43846,0.67362,0.39782,-0.44241,0.34827,0.30760,-0.17596,
1641629345041385216,2.72840,-2.69646,2.02494,-0.43977,0.69846,0.37064,-0.42588,0.35866,0.33442,-0.28697,
1641629345091385088,2.74656,-2.67858,2.00813,-0.44121,0.72485,0.34235,-0.40339,0.37011,0.36907,-0.35037,
1641629345141385216,2.76569,-2.65955,1.98898,-0.43650,0.75334,0.30997,-0.38191,0.39438,0.36680,-0.39731,
1641629345191385344,2.78623,-2.64181,1.96884,-0.43176,0.77821,0.27919,-0.36059,0.42301,0.33332,-0.36464,
1641629345241385216,2.80770,-2.62647,1.95228,-0.42685,0.79929,0.24958,-0.34153,0.42054,0.27397,-0.26048,
1641629345271386112,2.82019,-2.61940,1.94543,-0.42706,0.81003,0.23261,-0.32765,0.40882,0.21523,-0.15409,
1641629345321385216,2.84002,-2.61241,1.94190,-0.42871,0.82373,0.21484,-0.30253,0.37414,0.08355,0.04433,
1641629345371385344,2.85761,-2.61233,1.94948,-0.43886,0.82803,0.20918,-0.27928,0.33503,-0.06157,0.27295,
1641629345421388032,2.87366,-2.61893,1.96744,-0.45370,0.82057,0.21755,-0.27108,0.29989,-0.17277,0.46198,
1641629345471385344,2.88824,-2.63010,1.99324,-0.47163,0.80599,0.23303,-0.27137,0.26566,-0.25654,0.56925,
1641629345521386240,2.90093,-2.64459,2.02303,-0.49198,0.78913,0.24942,-0.27023,0.22786,-0.30755,0.62729,
1641629345571387392,2.91194,-2.66180,2.05396,0.50789,-0.77722,-0.26143,0.26390,0.20816,-0.36607,0.61683,
1641629345621386240,2.92212,-2.68155,2.08332,0.52301,-0.76682,-0.26798,0.25813,0.20068,-0.40480,0.57225,
1641629345661385216,2.92971,-2.69792,2.10439,0.53484,-0.75851,-0.26613,0.26035,0.16999,-0.39971,0.50874,
1641629345711385344,2.93764,-2.71630,2.12569,0.54688,-0.74877,-0.26097,0.26864,0.09031,-0.35350,0.36847,
1641629345761385216,2.94025,-2.73115,2.13945,0.55694,-0.73896,-0.25761,0.27821,-0.04340,-0.26068,0.19389,
1641629345811385088,2.93412,-2.74192,2.14392,0.56164,-0.73379,-0.25914,0.28101,-0.20793,-0.14080,-0.00903,
1641629345861385216,2.92007,-2.74590,2.13931,0.55976,-0.73537,-0.26645,0.27368,-0.35146,-0.00928,-0.16514,
1641629345911386368,2.89969,-2.74316,2.12855,0.55224,-0.74057,-0.27671,0.26460,-0.45925,0.11320,-0.25503,
1641629345961385216,2.87469,-2.73526,2.11382,0.54157,-0.74531,-0.28582,0.26367,-0.54396,0.19909,-0.31444,
1641629346011385088,2.84585,-2.72445,2.09608,0.52437,-0.75103,-0.29716,0.26960,-0.61361,0.23758,-0.37910,
1641629346061385216,2.81421,-2.71209,2.07511,0.50308,-0.75635,-0.31463,0.27540,-0.65276,0.25404,-0.44259,
1641629346111385088,2.78200,-2.69939,2.05098,-0.48101,0.75520,0.33887,-0.28891,-0.65907,0.26257,-0.50607,
1641629346151385344,2.75663,-2.68904,2.03018,-0.45738,0.75594,0.36048,-0.29904,-0.65602,0.25960,-0.52151,
1641629346211385344,2.72059,-2.67442,1.99828,-0.41939,0.75690,0.39057,-0.31413,-0.57481,0.22423,-0.52884,
1641629346261385216,2.69410,-2.66448,1.97309,-0.38377,0.76271,0.41171,-0.31857,-0.49654,0.17084,-0.46234,
1641629346311386112,2.67325,-2.65785,1.95202,-0.35913,0.77077,0.42183,-0.31465,-0.37597,0.09712,-0.35910,
1641629346361387264,2.65931,-2.65501,1.93799,-0.34180,0.78011,0.42289,-0.30946,-0.24367,0.00146,-0.17899,
1641629346411386368,2.65188,-2.65795,1.93365,-0.32720,0.78552,0.42160,-0.31329,-0.12741,-0.10738,0.01728,
1641629346441385216,2.65010,-2.66252,1.93556,-0.32044,0.78625,0.42089,-0.31935,-0.07176,-0.17097,0.12583,
1641629346491385344,2.64906,-2.67357,1.94537,-0.31749,0.77901,0.42060,-0.33977,-0.01141,-0.24283,0.27715,
1641629346541385216,2.65013,-2.68712,1.96195,-0.31258,0.76631,0.42137,-0.37082,0.01747,-0.26863,0.38885,
1641629346591385088,2.65212,-2.70130,1.98345,-0.30046,0.75353,0.42223,-0.40452,0.04077,-0.26218,0.47600,
1641629346641385216,2.65608,-2.71478,2.00828,-0.29556,0.73903,0.42394,-0.43216,0.10101,-0.24429,0.52497,
1641629346691385344,2.66311,-2.72628,2.03489,-0.30187,0.72239,0.42313,-0.45606,0.16364,-0.18086,0.55289,
1641629346741385216,2.67298,-2.73439,2.06087,-0.31976,0.70773,0.41727,-0.47198,0.21810,-0.11334,0.50785,
1641629346791385088,2.68539,-2.73888,2.08352,-0.34542,0.69720,0.40574,-0.47956,0.27360,-0.03343,0.43460,
1641629346841385216,2.69971,-2.73932,2.10107,-0.36854,0.69131,0.39013,-0.48381,0.31224,0.03561,0.30311,
1641629346891385344,2.71594,-2.73597,2.11158,-0.38432,0.69134,0.37490,-0.48353,0.34837,0.10498,0.14247,
1641629346941385216,2.73372,-2.72892,2.11405,-0.39522,0.69571,0.35809,-0.48121,0.36567,0.18254,-0.02057,
1641629346991385344,2.75262,-2.71740,2.10921,-0.39803,0.70639,0.33533,-0.47972,0.38746,0.26545,-0.15229,
1641629347041385216,2.77270,-2.70253,2.09843,-0.39265,0.72245,0.30755,-0.47886,0.40743,0.30162,-0.26020,
1641629347091385088,2.79391,-2.68669,2.08406,-0.38627,0.74089,0.27485,-0.47575,0.44000,0.30772,-0.28349,
1641629347141385216,2.81704,-2.67203,2.06921,-0.38427,0.75510,0.24157,-0.47308,0.46530,0.25057,-0.27912,
1641629347191385344,2.84063,-2.66132,2.05642,-0.38739,0.76674,0.21753,-0.46337,0.47079,0.15501,-0.18844,
1641629347241385216,2.86433,-2.65725,2.04905,-0.39415,0.77710,0.20493,-0.44583,0.46598,0.00109,-0.07029,
1641629347271385088,2.87867,-2.65894,2.04740,-0.40375,0.78026,0.20462,-0.43165,0.46655,-0.08593,0.01009,
1641629347321385216,2.90238,-2.66642,2.05102,-0.42371,0.77960,0.20901,-0.41111,0.47514,-0.17989,0.14967,
1641629347371385344,2.92564,-2.67690,2.06104,-0.44743,0.77404,0.21477,-0.39312,0.45255,-0.21784,0.24744,
1641629347421385216,2.94716,-2.68789,2.07465,-0.47833,0.76999,0.21360,-0.36427,0.41546,-0.20401,0.30606,
1641629347471385344,2.96646,-2.69654,2.09080,0.51499,-0.76638,-0.20135,0.32695,0.37064,-0.13091,0.35895,
1641629347521385216,2.98329,-2.70125,2.10938,0.54715,-0.76637,-0.18044,0.28416,0.31788,-0.05401,0.39615,
1641629347571385088,2.99757,-2.70312,2.12962,0.57143,-0.76874,-0.15753,0.24017,0.27599,-0.02480,0.43321,
1641629347621385216,3.00968,-2.70429,2.15142,0.59116,-0.77105,-0.13203,0.19642,0.23294,-0.02123,0.44867,
1641629347671385344,3.01989,-2.70589,2.17359,0.60901,-0.77114,-0.10531,0.15285,0.19414,-0.04509,0.44934,
1641629347721385216,3.02804,-2.70894,2.19523,0.62645,-0.76718,-0.07980,0.11241,0.14465,-0.07892,0.42346,
1641629347761385216,3.03347,-2.71318,2.21116,0.64139,-0.75984,-0.06430,0.08444,0.11698,-0.11912,0.38459,
1641629347821385216,3.03942,-2.72070,2.23188,0.66213,-0.74640,-0.04475,0.04962,0.07836,-0.12048,0.29364,
1641629347871385344,3.04363,-2.72630,2.24431,0.67711,-0.73525,-0.02538,0.01673,0.08297,-0.08634,0.20306,
1641629347921385216,3.04851,-2.72927,2.25216,0.68796,-0.72555,0.00175,-0.01715,0.10256,-0.02645,0.10326,
1641629347971385344,3.05503,-2.72988,2.25486,0.69398,-0.71726,0.03546,-0.05165,0.12985,0.00941,0.00343,
1641629348011385088,3.06102,-2.72950,2.25346,0.69592,-0.71120,0.06314,-0.07679,0.15076,0.01939,-0.07116,
1641629348061385216,3.06882,-2.72869,2.24820,0.69383,-0.70750,0.09500,-0.09496,0.17014,0.01979,-0.13177,
1641629348111385088,3.07726,-2.72779,2.23991,0.69042,-0.70661,0.12213,-0.09540,0.17426,0.02735,-0.19684,
1641629348151385344,3.08487,-2.72672,2.23138,0.68590,-0.70852,0.14046,-0.08837,0.18183,0.05572,-0.24155,
1641629348211385344,3.09660,-2.72230,2.21508,0.67337,-0.71603,0.16634,-0.07879,0.17576,0.10791,-0.31049,
1641629348261385216,3.10738,-2.71696,2.19929,0.66131,-0.72196,0.18892,-0.07585,0.18125,0.14511,-0.34027,
1641629348301385216,3.11525,-2.71176,2.18507,0.65063,-0.72704,0.20750,-0.07097,0.16622,0.15429,-0.36496,
1641629348361385216,3.12534,-2.70302,2.16246,0.63836,-0.73250,0.22926,-0.05818,0.14676,0.15939,-0.38327,
1641629348401385216,3.13218,-2.69738,2.14717,0.63077,-0.73655,0.23978,-0.04616,0.14295,0.15484,-0.38247,
1641629348441385216,3.13876,-2.69164,2.13221,0.62244,-0.74104,0.24929,-0.03576,0.14835,0.16214,-0.35941,
1641629348491385344,3.14702,-2.68416,2.11527,0.60842,-0.74841,0.26249,-0.02844,0.14845,0.14992,-0.31209,
1641629348541385216,3.15541,-2.67842,2.10162,0.59447,-0.75553,0.27395,-0.02726,0.14107,0.11067,-0.22865,
1641629348591385088,3.16335,-2.67462,2.09274,0.58416,-0.76036,0.28256,-0.02783,0.13029,0.06695,-0.12182,
1641629348641386240,3.17112,-2.67331,2.08976,0.57638,-0.76318,0.29021,-0.03345,0.11344,0.02956,0.00924,
1641629348691385344,3.17730,-2.67388,2.09385,0.57417,-0.76217,0.29593,-0.04304,0.07848,-0.01130,0.15656,
1641629348741386240,3.18113,-2.67585,2.10486,0.57993,-0.75742,0.29535,-0.05258,0.03166,-0.03939,0.28959,
1641629348791385088,3.18282,-2.67911,2.12186,0.58992,-0.75106,0.28968,-0.06319,-0.01487,-0.05992,0.39520,
1641629348841385216,3.18242,-2.68356,2.14303,0.60270,-0.74220,0.28207,-0.07959,-0.05235,-0.07318,0.45879,
1641629348891385344,3.17991,-2.68866,2.16630,0.61632,-0.73165,0.27357,-0.09993,-0.08753,-0.09449,0.48133,
1641629348941385216,3.17591,-2.69542,2.18973,0.63019,-0.71988,0.26467,-0.12076,-0.10944,-0.10566,0.47041,
1641629348991385344,3.17091,-2.70170,2.21174,0.64409,-0.70653,0.25586,-0.14320,-0.12199,-0.10514,0.42230,
1641629349041385216,3.16581,-2.70770,2.23057,0.65516,-0.69522,0.24486,-0.16575,-0.11068,-0.09638,0.35166,
1641629349091385088,3.16235,-2.71371,2.24585,0.66307,-0.68443,0.23679,-0.18929,-0.06823,-0.09242,0.27556,
1641629349141385216,3.16144,-2.72016,2.25710,0.66934,-0.67195,0.23673,-0.21075,-0.00767,-0.09220,0.18389,
1641629349191385344,3.16359,-2.72514,2.26340,0.67217,-0.66161,0.24325,-0.22647,0.05879,-0.07302,0.07234,
1641629349241385216,3.16876,-2.72917,2.26410,0.67002,-0.65606,0.25505,-0.23582,0.11527,-0.05237,-0.04225,
1641629349271385088,3.17313,-2.73130,2.26177,0.66728,-0.65412,0.26436,-0.23870,0.14199,-0.03483,-0.10808,
1641629349321385216,3.18122,-2.73320,2.25389,0.66086,-0.65355,0.28114,-0.23896,0.16863,-0.00117,-0.20889,
1641629349371385344,3.19034,-2.73342,2.24173,0.65153,-0.65529,0.29949,-0.23750,0.18606,0.04771,-0.28411,
1641629349421385216,3.19971,-2.73099,2.22605,0.63612,-0.66037,0.31845,-0.24051,0.18123,0.10324,-0.34966,
1641629349471385344,3.20797,-2.72615,2.20774,0.61647,-0.66976,0.33449,-0.24392,0.14715,0.13726,-0.38525,
1641629349521385216,3.21393,-2.71990,2.18899,0.60058,-0.68201,0.34259,-0.23834,0.09615,0.15275,-0.36281,
1641629349571385088,3.21804,-2.71236,2.17340,0.58893,-0.69620,0.34599,-0.22083,0.06709,0.18352,-0.25382,
1641629349621385216,3.21996,-2.70422,2.16593,0.57878,-0.70938,0.34678,-0.20381,-0.00370,0.17401,-0.04488,
1641629349661385216,3.21840,-2.69897,2.16786,0.57889,-0.71094,0.34459,-0.20177,-0.08630,0.14563,0.12685,
1641629349721385216,3.20985,-2.69293,2.18183,0.59477,-0.70194,0.33438,-0.20424,-0.19945,0.11025,0.31337,
1641629349761385216,3.20068,-2.68832,2.19561,0.61124,-0.69409,0.32321,-0.20038,-0.25440,0.11581,0.36454,
1641629349821385216,3.18380,-2.68204,2.21791,0.63620,-0.68532,0.30072,-0.18750,-0.31933,0.14938,0.35921,
1641629349871385344,3.16688,-2.67539,2.23510,0.65431,-0.68078,0.27988,-0.17344,-0.37940,0.17101,0.31276,
1641629349921385216,3.14677,-2.66748,2.24949,0.67061,-0.67769,0.25812,-0.15618,-0.44306,0.17724,0.24910,
1641629349971385344,3.12345,-2.65928,2.26055,0.68660,-0.67568,0.23364,-0.13210,-0.50034,0.17778,0.17114,
1641629350021385216,3.09766,-2.65068,2.26775,0.69994,-0.67606,0.20558,-0.10377,-0.53945,0.17829,0.09371,
1641629350051385088,3.08149,-2.64562,2.27055,0.70646,-0.67679,0.18766,-0.08745,-0.55700,0.18240,0.04913,
1641629350101385216,3.05314,-2.63708,2.27160,0.71323,-0.68070,0.15588,-0.06053,-0.58280,0.17063,-0.03432,
1641629350161385216,3.01806,-2.62821,2.26708,0.71420,-0.69152,0.10591,-0.02229,-0.57778,0.15277,-0.12558,
1641629350201385216,2.99526,-2.62257,2.26162,0.71009,-0.70044,0.07175,0.00221,-0.56356,0.15008,-0.17008,
1641629350251385088,2.96797,-2.61595,2.25156,0.70354,-0.70946,0.02933,0.02903,-0.52653,0.12076,-0.24713,
1641629350301385216,2.94303,-2.61041,2.23811,0.68928,-0.72149,-0.01671,0.06370,-0.47386,0.11295,-0.30175,
1641629350351385088,2.92020,-2.60477,2.22178,0.67093,-0.73287,-0.05595,0.09812,-0.43256,0.11364,-0.36847,
