time,x,y,z,qw,qx,qy,qz,vx,vy,vz,
1641629234781386240,-0.02517,-0.03985,0.13163,0.69494,-0.70622,-0.04549,0.12742,0.22036,-0.18131,0.30134,
1641629234831385088,-0.02030,-0.03708,0.13811,0.69897,-0.70034,-0.03291,0.14103,0.23887,-0.15346,0.18505,
1641629234881389056,-0.00904,-0.02998,0.13389,0.69566,-0.70251,-0.02678,0.14775,0.23674,-0.09203,0.01877,
1641629234931385344,-0.00945,-0.02051,0.13254,0.68744,-0.71052,-0.02350,0.14844,0.22464,-0.01737,-0.11390,
1641629234981385216,-0.00306,-0.01555,0.12507,0.68252,-0.71649,-0.01955,0.14296,0.23195,0.01640,-0.20778,
1641629235031385088,0.00609,-0.01054,0.11297,0.67572,-0.72407,-0.01263,0.13769,0.25066,0.04259,-0.26966,
1641629235081385216,0.01963,-0.00708,0.09539,0.66696,-0.73336,-0.00065,0.13170,0.26649,0.05448,-0.32243,
1641629235131386368,0.03423,-0.00362,0.07216,0.65820,-0.74181,0.01094,0.12798,0.28951,0.02245,-0.35870,
1641629235181385216,0.04755,0.00114,0.05176,0.64923,-0.75054,0.01657,0.12214,0.30792,0.00742,-0.38392,
1641629235231385344,0.06063,0.00401,0.03480,0.64214,-0.75863,0.02105,0.10816,0.33033,0.00230,-0.38171,
1641629235281385216,0.07463,0.00592,0.02137,0.63300,-0.76837,0.02865,0.08995,0.36486,-0.02510,-0.35185,
1641629235331385088,0.08804,0.00908,0.01086,0.62444,-0.77721,0.03121,0.07104,0.37819,-0.03606,-0.29669,
1641629235381385216,0.10145,0.01167,0.00292,0.61933,-0.78287,0.03263,0.04967,0.38069,-0.03810,-0.21317,
1641629235431385344,0.11512,0.01216,-0.00197,0.61811,-0.78475,0.03592,0.02867,0.36642,-0.05746,-0.11756,
1641629235481385216,0.13101,0.01047,-0.00296,0.61453,-0.78794,0.03670,0.01276,0.34736,-0.07148,-0.02265,
1641629235531385088,0.14534,0.01296,0.00201,0.61192,-0.79015,0.03471,-0.00335,0.31641,-0.05967,0.07320,
1641629235581385216,0.16172,0.01080,0.00970,0.61270,-0.78938,0.02924,-0.02489,0.28738,-0.07241,0.17859,
1641629235631385344,0.17694,0.00529,0.02156,0.62142,-0.78168,0.02073,-0.04874,0.24579,-0.10285,0.26683,
1641629235681385216,0.18852,0.00055,0.03650,0.63209,-0.77164,0.00901,-0.07043,0.19616,-0.11380,0.31754,
1641629235731385344,0.19685,-0.00304,0.05297,0.64010,-0.76307,-0.00501,-0.08932,0.14406,-0.10443,0.33114,
1641629235781385216,0.20361,-0.00482,0.06883,0.64407,-0.75787,-0.01709,-0.10256,0.10151,-0.08977,0.31506,
1641629235831385088,0.20770,-0.00582,0.08253,0.64890,-0.75232,-0.02856,-0.11014,0.05466,-0.07301,0.25264,
1641629235881385216,0.20831,-0.00591,0.09225,0.65181,-0.74755,-0.04510,-0.11945,0.01204,-0.04577,0.15879,
1641629235931385344,0.20568,-0.00516,0.09658,0.65635,-0.74013,-0.06101,-0.13300,-0.03067,-0.01802,0.03203,
1641629235981385216,0.19811,-0.00528,0.09668,0.65719,-0.73550,-0.07813,-0.14503,-0.08178,-0.00663,-0.09266,
1641629236031385088,0.18598,-0.00692,0.09482,0.65245,-0.73675,-0.09588,-0.14939,-0.13272,-0.01146,-0.19252,
1641629236081385216,0.17090,-0.00836,0.08809,0.64416,-0.74292,-0.11008,-0.14492,-0.18572,-0.01465,-0.28773,
1641629236131385344,0.15408,-0.00879,0.07593,0.62949,-0.75511,-0.12625,-0.13269,-0.23389,-0.01065,-0.35981,
1641629236181385216,0.13690,-0.00878,0.05986,0.61475,-0.76690,-0.14013,-0.11961,-0.27419,-0.00460,-0.40098,
1641629236231385344,0.11962,-0.00908,0.04082,0.60128,-0.77615,-0.15533,-0.10922,-0.30925,-0.02199,-0.39102,
1641629236281385216,0.10124,-0.01077,0.02105,0.59296,-0.78211,-0.16642,-0.09489,-0.34384,-0.03824,-0.35293,
1641629236331385088,0.08238,-0.01369,0.00436,0.58136,-0.79078,-0.17643,-0.07457,-0.36690,-0.06386,-0.28394,
1641629236381385216,0.06344,-0.01827,-0.00883,0.57008,-0.79948,-0.18371,-0.04578,-0.37067,-0.07871,-0.20607,
1641629236431385344,0.04429,-0.02364,-0.01868,0.56098,-0.80548,-0.19035,-0.01640,-0.36903,-0.08959,-0.13802,
1641629236481385216,0.02500,-0.02900,-0.02463,0.55588,-0.80711,-0.19859,0.01115,-0.36683,-0.10350,-0.05862,
1641629236531385088,0.00578,-0.03542,-0.02778,0.55275,-0.80542,-0.21048,0.03833,-0.34902,-0.11641,0.02809,
1641629236581385216,-0.01183,-0.04255,-0.02629,0.55212,-0.80032,-0.22449,0.06525,-0.30573,-0.13421,0.13950,
1641629236631385344,-0.02719,-0.05014,-0.02021,0.55395,-0.79239,-0.23805,0.09262,-0.23427,-0.13275,0.25199,
1641629236681385216,-0.03880,-0.05704,-0.00860,0.56176,-0.78006,-0.24850,0.11906,-0.14753,-0.11457,0.35576,
1641629236731385344,-0.04696,-0.06268,0.00849,0.57426,-0.76547,-0.25254,0.14317,-0.07286,-0.07959,0.43819,
1641629236781385216,-0.05382,-0.06894,0.02768,0.58921,-0.75012,-0.25167,0.16372,-0.02439,-0.05177,0.47875,
1641629236831385088,-0.05925,-0.07604,0.04839,0.60302,-0.73546,-0.24943,0.18233,0.02601,-0.05434,0.50331,
1641629236881385216,-0.05955,-0.08483,0.07089,0.61632,-0.72122,-0.24300,0.20233,0.08230,-0.04182,0.49524,
1641629236931386112,-0.05459,-0.08844,0.09375,0.62590,-0.71205,-0.23378,0.21585,0.14303,-0.01092,0.45523,
1641629236981385216,-0.04582,-0.08932,0.11446,0.63277,-0.70537,-0.22503,0.22675,0.22507,-0.00007,0.39104,
1641629237031385088,-0.03327,-0.08969,0.13090,0.64123,-0.69794,-0.21717,0.23353,0.27228,0.03188,0.27226,
1641629237081385216,-0.01910,-0.08937,0.14147,0.64898,-0.69439,-0.21055,0.22871,0.31624,0.05758,0.15972,
1641629237131385344,-0.00293,-0.08752,0.14639,0.65508,-0.69457,-0.19839,0.22155,0.34394,0.07469,0.03366,
1641629237181385216,0.01570,-0.08528,0.14510,0.65229,-0.70069,-0.19357,0.21468,0.37652,0.07140,-0.07054,
1641629237231385344,0.03641,-0.08300,0.13924,0.64527,-0.70841,-0.19186,0.21207,0.40248,0.05958,-0.16370,
1641629237281385216,0.05734,-0.07983,0.12998,0.63575,-0.71870,-0.19313,0.20490,0.40953,0.07122,-0.22083,
1641629237331385088,0.07862,-0.07693,0.11861,0.62856,-0.72826,-0.19347,0.19266,0.43307,0.03541,-0.25057,
1641629237381385216,0.09993,-0.07521,0.10596,0.62279,-0.73539,-0.19746,0.17987,0.43142,0.02849,-0.25602,
1641629237431385344,0.12135,-0.07456,0.09315,0.61659,-0.74381,-0.19924,0.16393,0.43580,-0.00131,-0.24080,
1641629237481385216,0.14247,-0.07498,0.08096,0.61238,-0.75027,-0.19989,0.14876,0.43332,-0.01109,-0.22501,
1641629237531387392,0.16306,-0.07567,0.07025,0.60497,-0.75891,-0.20081,0.13315,0.43589,-0.02224,-0.18189,
1641629237581385216,0.18388,-0.07659,0.06231,0.60026,-0.76612,-0.19617,0.11940,0.43490,-0.03383,-0.13402,
1641629237631385344,0.20386,-0.07912,0.05664,0.59447,-0.77247,-0.19602,0.10712,0.42654,-0.06986,-0.07831,
1641629237681385216,0.22240,-0.08420,0.05394,0.58905,-0.77786,-0.19664,0.09641,0.39636,-0.10590,-0.00568,
1641629237731385344,0.23920,-0.09264,0.05501,0.58608,-0.78032,-0.19930,0.08880,0.35088,-0.15483,0.07422,
1641629237781386240,0.25411,-0.10292,0.05987,0.58320,-0.78073,-0.20822,0.08357,0.29441,-0.19557,0.15373,
1641629237831385088,0.26655,-0.11457,0.06900,0.58391,-0.77650,-0.22113,0.08482,0.22769,-0.23599,0.22920,
1641629237881385216,0.27637,-0.12716,0.08164,0.58489,-0.76956,-0.23777,0.09557,0.14941,-0.24727,0.26401,
1641629237931385344,0.28183,-0.13906,0.09395,0.58049,-0.76359,-0.25884,0.11386,0.06030,-0.23080,0.24765,
1641629237981385216,0.28288,-0.14928,0.10436,0.57132,-0.75712,-0.28505,0.13822,-0.02627,-0.18604,0.18960,
1641629238031385088,0.27978,-0.15689,0.11175,0.55925,-0.74930,-0.31452,0.16394,-0.10674,-0.13042,0.11212,
1641629238081385216,0.27291,-0.16198,0.11521,0.54916,-0.73713,-0.34431,0.19109,-0.18088,-0.06245,0.04007,
1641629238131385344,0.26336,-0.16366,0.11563,0.54083,-0.72408,-0.36659,0.22095,-0.23067,0.00712,-0.01467,
1641629238181385216,0.25203,-0.16276,0.11317,0.53047,-0.71155,-0.38414,0.25445,-0.26130,0.06259,-0.07626,
1641629238231385344,0.23839,-0.15861,0.10747,0.51902,-0.70010,-0.40102,0.28225,-0.28214,0.10133,-0.13105,
1641629238281385216,0.22356,-0.15290,0.10005,0.51152,-0.68831,-0.41331,0.30619,-0.30370,0.12451,-0.15955,
1641629238331385088,0.20849,-0.14785,0.09220,0.50287,-0.67749,-0.42592,0.32667,-0.30889,0.11390,-0.17020,
1641629238381385216,0.19318,-0.14317,0.08425,-0.49428,0.66584,0.43843,-0.34658,-0.30763,0.09811,-0.14698,
1641629238431386112,0.17788,-0.13998,0.07753,-0.48332,0.65514,0.44814,-0.36928,-0.29388,0.06482,-0.12712,
1641629238481385216,0.16246,-0.13819,0.07135,-0.46702,0.64473,0.46098,-0.39206,-0.28342,0.03405,-0.12038,
1641629238531385088,0.14735,-0.13761,0.06607,-0.45171,0.63493,0.47255,-0.41173,-0.26901,0.00818,-0.09202,
1641629238581385216,0.13329,-0.13827,0.06262,-0.43954,0.62396,0.48160,-0.43074,-0.25101,-0.00862,-0.04728,
1641629238631385344,0.12064,-0.13958,0.06184,-0.42708,0.61199,0.49012,-0.45039,-0.23363,-0.01546,0.01237,
1641629238681385216,0.10908,-0.14170,0.06384,-0.41507,0.60016,0.49959,-0.46684,-0.20301,-0.02293,0.07013,
1641629238731385344,0.09821,-0.14417,0.06881,-0.40993,0.58638,0.50881,-0.47878,-0.16714,-0.02375,0.14326,
1641629238781385216,0.08942,-0.14693,0.07808,-0.40903,0.57250,0.51389,-0.49077,-0.11711,-0.01107,0.23629,
1641629238831385088,0.08347,-0.14895,0.09102,-0.40836,0.55819,0.51725,-0.50409,-0.06122,0.00701,0.30523,
1641629238881385216,0.07987,-0.15022,0.10658,-0.41293,0.54409,0.51629,-0.51663,-0.01102,0.02609,0.35245,
1641629238931385344,0.07733,-0.15245,0.12368,-0.41852,0.53195,0.51496,-0.52601,0.02252,0.03906,0.36808,
1641629238981385216,0.07589,-0.15377,0.14067,0.43070,-0.52174,-0.51125,0.53001,0.04285,0.05084,0.36307,
1641629239031385088,0.07634,-0.15242,0.15751,0.44645,-0.51695,-0.50389,0.52871,0.07496,0.06839,0.35766,
1641629239081385216,0.08041,-0.14852,0.17436,0.45980,-0.51411,-0.49246,0.53081,0.13252,0.08496,0.34810,
1641629239131385344,0.08562,-0.14359,0.18988,0.46878,-0.51332,-0.47749,0.53735,0.15900,0.09297,0.30585,
1641629239181385216,0.09207,-0.13819,0.20231,0.47539,-0.51713,-0.45952,0.54353,0.18117,0.09336,0.22012,
1641629239231385344,0.09972,-0.13279,0.20971,0.48105,-0.52341,-0.44226,0.54684,0.18914,0.08711,0.10567,
1641629239281386240,0.10862,-0.12788,0.21114,0.48676,-0.53190,-0.42866,0.54442,0.20340,0.07581,-0.01980,
1641629239331385088,0.11839,-0.12343,0.20680,-0.49080,0.54460,0.41634,-0.53776,0.21444,0.06726,-0.13054,
1641629239381385216,0.12977,-0.11943,0.19769,-0.49140,0.56103,0.40549,-0.52853,0.24103,0.06059,-0.21321,
1641629239431385344,0.14251,-0.11576,0.18503,-0.48685,0.57930,0.39761,-0.51893,0.27828,0.04879,-0.27275,
1641629239481385216,0.15725,-0.11303,0.17051,-0.48252,0.59519,0.38840,-0.51192,0.31249,0.04283,-0.28924,
1641629239531385088,0.17265,-0.11024,0.15574,-0.47584,0.61424,0.37819,-0.50325,0.32544,0.04241,-0.28464,
1641629239581385216,0.18836,-0.10811,0.14091,-0.47098,0.63625,0.36598,-0.48931,0.36856,0.02571,-0.27917,
1641629239631385344,0.20583,-0.10690,0.12698,-0.47033,0.65422,0.35714,-0.47248,0.41019,0.01463,-0.24463,
1641629239681385216,0.22351,-0.10634,0.11557,-0.47033,0.67180,0.34705,-0.45500,0.43481,0.00551,-0.16963,
1641629239731385344,0.24373,-0.10657,0.10865,-0.47087,0.68552,0.33620,-0.44193,0.46247,-0.00858,-0.08550,
1641629239781386240,0.26512,-0.10722,0.10565,-0.47233,0.69368,0.32914,-0.43287,0.47467,-0.02933,-0.00895,
1641629239831385088,0.28570,-0.10822,0.10604,-0.47539,0.70145,0.32339,-0.42118,0.44583,-0.03281,0.06786,
1641629239881385216,0.30476,-0.10996,0.10939,-0.48096,0.71033,0.31831,-0.40347,0.42510,-0.05941,0.13562,
1641629239931385344,0.32296,-0.11294,0.11585,-0.48882,0.71565,0.31792,-0.38447,0.39732,-0.07883,0.21523,
1641629239981385216,0.34043,-0.11703,0.12645,-0.49524,0.71908,0.31944,-0.36827,0.36097,-0.10381,0.29927,
1641629240031386112,0.35607,-0.12249,0.14040,0.50400,-0.71703,-0.32507,0.35522,0.31166,-0.13961,0.35922,
1641629240081385216,0.36926,-0.12984,0.15741,0.51586,-0.70973,-0.33474,0.34369,0.24228,-0.16037,0.39735,
1641629240131385344,0.37992,-0.13835,0.17824,0.52370,-0.70151,-0.35076,0.33256,0.16514,-0.16442,0.40910,
1641629240181385216,0.38660,-0.14649,0.19677,0.53014,-0.69137,-0.36716,0.32581,0.08790,-0.14744,0.38373,
1641629240231385344,0.38896,-0.15304,0.21295,0.53029,-0.68284,-0.38441,0.32364,0.00758,-0.11449,0.31184,
1641629240281385216,0.38662,-0.15775,0.22512,0.52340,-0.67793,-0.40198,0.32385,-0.06510,-0.08393,0.19894,
1641629240331385088,0.38126,-0.16131,0.23129,0.51699,-0.67179,-0.42342,0.31959,-0.11776,-0.07255,0.07419,
1641629240381385216,0.37226,-0.16437,0.23204,0.50999,-0.66507,-0.44512,0.31537,-0.16754,-0.06315,-0.03242,
1641629240431385344,0.36129,-0.16752,0.22769,-0.49910,0.65735,0.46855,-0.31505,-0.18691,-0.06579,-0.13733,
1641629240481385216,0.34911,-0.17037,0.21847,-0.48457,0.64885,0.49213,-0.31937,-0.20854,-0.04894,-0.21702,
1641629240531385088,0.33670,-0.17190,0.20666,-0.46939,0.64241,0.50691,-0.33169,-0.22452,-0.01999,-0.24879,
1641629240581385216,0.32414,-0.17236,0.19342,-0.45166,0.63851,0.51618,-0.34908,-0.22487,0.00172,-0.28127,
1641629240631385344,0.31166,-0.17196,0.17902,-0.43325,0.63379,0.52551,-0.36668,-0.21758,0.01089,-0.28942,
1641629240681385216,0.29979,-0.17168,0.16494,-0.41628,0.62883,0.53274,-0.38401,-0.21465,0.00561,-0.27410,
1641629240731385344,0.28869,-0.17176,0.15214,-0.40300,0.62161,0.53720,-0.40325,-0.20200,-0.00692,-0.24133,
1641629240781385216,0.27771,-0.17233,0.14076,-0.39047,0.61244,0.54105,-0.42393,-0.20097,-0.02381,-0.21031,
1641629240831385088,0.26676,-0.17370,0.13155,-0.37783,0.60331,0.54148,-0.44728,-0.20269,-0.03038,-0.16465,
1641629240881385216,0.25546,-0.17588,0.12513,-0.36245,0.59571,0.54248,-0.46849,-0.20547,-0.04626,-0.09871,
1641629240931385344,0.24405,-0.17897,0.12220,-0.34898,0.58744,0.54045,-0.49096,-0.19092,-0.06841,-0.03286,
1641629240981385216,0.23355,-0.18337,0.12260,-0.33682,0.57549,0.54439,-0.50892,-0.17233,-0.08677,0.04607,
1641629241031385088,0.22318,-0.18840,0.12687,-0.33157,0.56138,0.54900,-0.52298,-0.16360,-0.09394,0.13128,
1641629241081385216,0.21344,-0.19317,0.13583,-0.33028,0.54658,0.55304,-0.53508,-0.13849,-0.08459,0.22239,
1641629241131385344,0.20514,-0.19690,0.14919,-0.33090,0.53070,0.55460,-0.54888,-0.09786,-0.06719,0.30836,
1641629241181385216,0.19995,-0.19962,0.16573,0.33099,-0.51319,-0.55345,0.56638,-0.05143,-0.03902,0.36005,
1641629241231385344,0.19648,-0.20132,0.18406,0.33201,-0.49824,-0.55205,0.58032,-0.03088,-0.00929,0.39084,
1641629241281385216,0.19425,-0.20148,0.20276,0.33741,-0.48659,-0.54981,0.58915,0.00117,0.03539,0.37982,
1641629241331385088,0.19304,-0.19922,0.22085,0.34838,-0.47698,-0.54757,0.59269,0.01016,0.09524,0.36893,
1641629241381385216,0.19242,-0.19388,0.23855,0.36343,-0.47333,-0.54336,0.59045,0.02066,0.15643,0.36397,
1641629241431385344,0.19317,-0.18593,0.25669,0.38069,-0.47764,-0.53239,0.58608,0.06441,0.20136,0.37147,
1641629241481385216,0.19742,-0.17604,0.27509,0.39795,-0.48241,-0.51764,0.58393,0.14597,0.22754,0.36967,
1641629241531385088,0.20554,-0.16529,0.29256,0.41823,-0.48778,-0.49604,0.58403,0.21040,0.23463,0.31937,
1641629241581385216,0.21681,-0.15430,0.30663,0.44398,-0.49392,-0.47580,0.57665,0.26415,0.23060,0.24614,
1641629241631385344,0.23063,-0.14330,0.31664,0.47147,-0.50488,-0.44723,0.56815,0.30740,0.22634,0.14660,
1641629241681386240,0.24611,-0.13274,0.32131,0.49280,-0.51782,-0.42173,0.55781,0.33026,0.21686,0.03674,
1641629241731386112,0.26234,-0.12229,0.32006,0.50566,-0.53521,-0.39104,0.55221,0.32587,0.21848,-0.09957,
1641629241781385216,0.27732,-0.11154,0.31117,0.50841,-0.56043,-0.37123,0.53817,0.28128,0.21757,-0.26034,
1641629241831385088,0.29036,-0.10065,0.29482,0.51450,-0.59180,-0.34955,0.51272,0.23569,0.22717,-0.38527,
1641629241881385216,0.30110,-0.08914,0.27331,0.51466,-0.63316,-0.32785,0.47618,0.21129,0.23256,-0.47039,
1641629241931385344,0.31154,-0.07800,0.24863,0.51152,-0.67373,-0.30678,0.43626,0.22611,0.21851,-0.49782,
1641629241981385216,0.32342,-0.06796,0.22412,0.50857,-0.70837,-0.28172,0.40025,0.26209,0.19064,-0.47800,
1641629242031385088,0.33635,-0.05889,0.20130,0.50601,-0.73874,-0.25708,0.36350,0.28249,0.17937,-0.42497,
1641629242081385216,0.35020,-0.05131,0.18128,0.50759,-0.76277,-0.22941,0.32849,0.30814,0.14118,-0.36089,
1641629242131385344,0.36490,-0.04536,0.16520,0.51006,-0.78214,-0.20561,0.29294,0.32315,0.10973,-0.26720,
1641629242181385216,0.37985,-0.04143,0.15422,0.51754,-0.79481,-0.18096,0.26016,0.33566,0.08663,-0.14731,
1641629242231385344,0.39506,-0.03908,0.14939,0.52170,-0.80599,-0.15584,0.23220,0.33771,0.03548,-0.02836,
1641629242281385216,0.41003,-0.04013,0.15027,0.53142,-0.80980,-0.13729,0.20730,0.33290,-0.00831,0.09204,
1641629242331385088,0.42484,-0.04321,0.15677,0.54192,-0.81123,-0.12253,0.18228,0.31807,-0.05612,0.19167,
1641629242381385216,0.43976,-0.04763,0.16753,0.55502,-0.80942,-0.11606,0.15274,0.29185,-0.07346,0.26616,
1641629242431385344,0.45465,-0.05256,0.18191,0.56775,-0.80719,-0.11293,0.11558,0.27052,-0.09058,0.34053,
1641629242481385216,0.46745,-0.05827,0.19973,0.58249,-0.80135,-0.11028,0.07984,0.23041,-0.09494,0.40178,
1641629242531385088,0.47842,-0.06431,0.21961,0.59278,-0.79639,-0.10828,0.05142,0.17538,-0.08462,0.42887,
1641629242581385216,0.48720,-0.06976,0.23954,0.59614,-0.79511,-0.10670,0.03199,0.11650,-0.08332,0.41412,
1641629242631385344,0.49305,-0.07402,0.25801,0.60058,-0.79235,-0.10525,0.02029,0.04887,-0.07441,0.37278,
1641629242681386240,0.49386,-0.07820,0.27388,0.60259,-0.79140,-0.10236,0.01003,-0.02429,-0.05466,0.27979,
1641629242731385344,0.49058,-0.08144,0.28460,0.60204,-0.79135,-0.10633,-0.00190,-0.08834,-0.03399,0.16424,
1641629242781386240,0.48336,-0.08377,0.28931,0.60323,-0.78967,-0.11090,-0.01560,-0.14958,-0.00094,0.04018,
1641629242831386368,0.47410,-0.08281,0.28839,0.59958,-0.79146,-0.11560,-0.02727,-0.20369,0.03233,-0.07086,
1641629242881385216,0.46261,-0.08304,0.28153,0.59370,-0.79493,-0.12153,-0.02884,-0.25488,0.04448,-0.17805,
1641629242931385344,0.44926,-0.07979,0.26997,0.58333,-0.80113,-0.13201,-0.02202,-0.29873,0.05490,-0.28084,
1641629242981385216,0.43315,-0.07883,0.25290,0.57089,-0.80837,-0.14315,-0.01155,-0.34207,0.05463,-0.36796,
1641629243031385088,0.41415,-0.07757,0.23269,0.55764,-0.81472,-0.15896,-0.00291,-0.37940,0.02286,-0.40511,
1641629243081385216,0.39320,-0.07654,0.21166,0.54768,-0.81866,-0.17268,0.00523,-0.41466,-0.00068,-0.40552,
1641629243131385344,0.37057,-0.07665,0.19106,0.53654,-0.82347,-0.18367,0.01714,-0.44357,-0.05232,-0.37315,
1641629243181385216,0.34669,-0.07906,0.17261,0.52034,-0.82977,-0.19861,0.03585,-0.46681,-0.09522,-0.31746,
1641629243231385344,0.32327,-0.08483,0.15713,0.50801,-0.83222,-0.21513,0.05528,-0.46765,-0.13686,-0.24054,
1641629243281385216,0.30050,-0.09300,0.14679,0.50383,-0.83003,-0.22857,0.07047,-0.46627,-0.14834,-0.12315,
1641629243331385088,0.27836,-0.10137,0.14336,0.50700,-0.82491,-0.23460,0.08631,-0.45314,-0.15097,0.00470,
1641629243381385216,0.25679,-0.10945,0.14676,0.50977,-0.81912,-0.24104,0.10525,-0.42667,-0.14683,0.13591,
1641629243431385344,0.23638,-0.11680,0.15659,0.51804,-0.81007,-0.24481,0.12447,-0.39758,-0.12460,0.25911,
1641629243481385216,0.21792,-0.12299,0.17248,0.53064,-0.79967,-0.24396,0.13936,-0.34644,-0.10254,0.37733,
1641629243531385088,0.20244,-0.12795,0.19378,0.54958,-0.78652,-0.23788,0.15088,-0.27896,-0.08646,0.47318,
1641629243581385216,0.19090,-0.13196,0.21910,0.57030,-0.77184,-0.23020,0.16135,-0.20389,-0.06809,0.53685,
1641629243631385344,0.18276,-0.13485,0.24676,0.58875,-0.75943,-0.21802,0.17061,-0.13120,-0.04893,0.56699,
1641629243681385216,0.17863,-0.13648,0.27518,0.60402,-0.74916,-0.20333,0.18047,-0.05629,-0.02814,0.55893,
1641629243731385344,0.17868,-0.13652,0.30245,0.61700,-0.74137,-0.18547,0.18786,0.02295,-0.01002,0.52296,
1641629243781385216,0.18256,-0.13633,0.32705,0.63123,-0.73387,-0.16301,0.19080,0.09210,0.00195,0.44936,
1641629243831385088,0.18982,-0.13516,0.34684,0.64307,-0.72901,-0.14397,0.18511,0.15289,0.00252,0.34446,
1641629243881385216,0.20017,-0.13398,0.36105,0.65348,-0.72553,-0.12585,0.17532,0.20766,-0.01044,0.22337,
1641629243931385344,0.21282,-0.13271,0.36914,0.66035,-0.72454,-0.11093,0.16333,0.24128,-0.01220,0.11215,
1641629243981385216,0.22782,-0.13052,0.37218,0.66503,-0.72511,-0.09586,0.15088,0.27633,-0.00217,0.02725,
1641629244031385088,0.24391,-0.12802,0.37108,0.66707,-0.72813,-0.07691,0.13758,0.30194,0.01430,-0.05308,
1641629244081385216,0.26064,-0.12470,0.36593,0.66537,-0.73368,-0.05883,0.12466,0.31570,0.03685,-0.12583,
1641629244131385344,0.27790,-0.12111,0.35725,0.65973,-0.74229,-0.04251,0.10933,0.32982,0.06121,-0.19052,
1641629244181385216,0.29577,-0.11739,0.34611,0.65262,-0.75169,-0.02735,0.09117,0.34677,0.07498,-0.22919,
1641629244231385344,0.31385,-0.11284,0.33334,0.64267,-0.76277,-0.01173,0.07087,0.35034,0.06874,-0.25162,
1641629244281385216,0.33180,-0.10889,0.32004,0.63302,-0.77259,0.00035,0.04885,0.34732,0.04401,-0.23637,
1641629244331385088,0.34852,-0.10600,0.30784,0.62394,-0.78093,0.01231,0.02641,0.32564,0.01120,-0.19578,
1641629244381385216,0.36371,-0.10552,0.29888,0.61623,-0.78722,0.02285,0.00527,0.28540,-0.01963,-0.13094,
1641629244431385344,0.37700,-0.10728,0.29429,0.61162,-0.79050,0.02872,-0.01428,0.23432,-0.03830,-0.03992,
1641629244481385216,0.38751,-0.10992,0.29512,0.60864,-0.79217,0.03374,-0.02984,0.17007,-0.04090,0.07635,
1641629244531385088,0.39469,-0.11234,0.30196,0.61013,-0.79047,0.03497,-0.04098,0.09044,-0.04235,0.19633,
1641629244581385216,0.39793,-0.11486,0.31370,0.61451,-0.78672,0.03023,-0.05031,-0.00692,-0.04164,0.28062,
1641629244631385344,0.39663,-0.11837,0.32886,0.61924,-0.78291,0.01639,-0.05772,-0.10600,-0.06269,0.33439,
1641629244681385216,0.39044,-0.12275,0.34551,0.62830,-0.77543,-0.00142,-0.06280,-0.20149,-0.07718,0.34075,
1641629244731385344,0.38059,-0.12860,0.36125,0.63711,-0.76778,-0.02281,-0.06392,-0.27991,-0.08185,0.30663,
1641629244781385216,0.36732,-0.13393,0.37397,0.64321,-0.76206,-0.04532,-0.05918,-0.33551,-0.06240,0.22978,
1641629244831386368,0.35300,-0.13783,0.38217,0.64709,-0.75756,-0.06802,-0.05248,-0.35962,-0.01961,0.13977,
1641629244881385216,0.33895,-0.13991,0.38600,0.65046,-0.75288,-0.08834,-0.04762,-0.36112,0.02226,0.06665,
1641629244931385344,0.32536,-0.14064,0.38716,0.65320,-0.74923,-0.10255,-0.03824,-0.35302,0.04900,0.00682,
1641629244981385216,0.30968,-0.13930,0.38540,0.65158,-0.74962,-0.11372,-0.02401,-0.34435,0.06843,-0.07238,
1641629245031386112,0.29303,-0.13607,0.37976,0.64720,-0.75232,-0.12278,-0.00870,-0.33836,0.08465,-0.15357,
1641629245081385216,0.27651,-0.13263,0.37023,0.64019,-0.75723,-0.12940,0.00360,-0.32963,0.07412,-0.22652,
1641629245131385344,0.26057,-0.13028,0.35811,0.63056,-0.76360,-0.13826,0.01383,-0.31955,0.04249,-0.24791,
1641629245181385216,0.24509,-0.12951,0.34629,0.62167,-0.76916,-0.14543,0.02768,-0.31321,-0.00184,-0.22041,
1641629245231385344,0.23016,-0.13050,0.33593,0.61232,-0.77448,-0.15226,0.04538,-0.30842,-0.02968,-0.16988,
1641629245281385216,0.21571,-0.13242,0.32808,0.60437,-0.77798,-0.15868,0.06552,-0.30671,-0.03819,-0.11770,
1641629245331385088,0.20167,-0.13460,0.32322,0.59690,-0.78057,-0.16599,0.08288,-0.29963,-0.03992,-0.04163,
1641629245381385216,0.18827,-0.13635,0.32297,0.59317,-0.77983,-0.17434,0.09808,-0.28061,-0.04617,0.06132,
1641629245431385344,0.17627,-0.13849,0.32799,0.59576,-0.77435,-0.18095,0.11274,-0.24986,-0.05942,0.16320,
1641629245481386240,0.16571,-0.14121,0.33795,0.60308,-0.76531,-0.18621,0.12614,-0.21454,-0.06383,0.24866,
1641629245531385088,0.15682,-0.14410,0.35168,0.61168,-0.75527,-0.19046,0.13834,-0.17475,-0.06013,0.31150,
1641629245581385216,0.14972,-0.14655,0.36769,0.62070,-0.74474,-0.19333,0.15069,-0.13239,-0.04472,0.33784,
1641629245631385344,0.14474,-0.14817,0.38425,0.62989,-0.73501,-0.19492,0.15811,-0.08368,-0.01575,0.32732,
1641629245681385216,0.14226,-0.14839,0.39971,0.64315,-0.72448,-0.19097,0.15816,-0.03790,0.02063,0.28422,
